Model,Member,Var,Season,Stat,value,Rank
MPI-ESM1-2-LR,r2i1p1f1,pr,SON,BIAS,4.4,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,DJF,RMSE,3.7,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,DJF,BIAS,-0.8,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,MAM,RMSE,4.9,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,MAM,BIAS,-1.5,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,JJA,RMSE,9.1,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,JJA,BIAS,-2.2,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,SON,RMSE,4.5,NA
MPI-ESM1-2-LR,r3i1p1f1,pr,SON,BIAS,1.2,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,DJF,RMSE,4.7,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,DJF,BIAS,-0.6,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,MAM,RMSE,5.5,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,MAM,BIAS,1.4,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,JJA,RMSE,9.6,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,JJA,BIAS,-3.6,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,SON,RMSE,5.9,NA
MPI-ESM1-2-LR,r4i1p1f1,pr,SON,BIAS,-1.7,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,DJF,RMSE,3.2,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,DJF,BIAS,-0.4,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,MAM,RMSE,4.9,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,MAM,BIAS,-1.2,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,JJA,RMSE,7,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,JJA,BIAS,-2.8,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,SON,RMSE,7.5,NA
MPI-ESM1-2-LR,r5i1p1f1,pr,SON,BIAS,-4.1,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,DJF,RMSE,4.4,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,DJF,BIAS,-0.2,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,MAM,RMSE,4.3,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,MAM,BIAS,-0.2,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,JJA,RMSE,8.4,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,JJA,BIAS,0.4,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,SON,RMSE,7.6,NA
MPI-ESM1-2-LR,r6i1p1f1,pr,SON,BIAS,4.7,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,DJF,RMSE,4.4,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,DJF,BIAS,1.4,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,MAM,RMSE,6.5,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,MAM,BIAS,2.5,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,JJA,RMSE,7.1,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,JJA,BIAS,0.9,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,SON,RMSE,5.8,NA
MPI-ESM1-2-LR,r7i1p1f1,pr,SON,BIAS,3,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,DJF,RMSE,3.8,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,DJF,BIAS,1.7,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,MAM,RMSE,6.7,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,MAM,BIAS,-1.6,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,JJA,RMSE,7.7,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,JJA,BIAS,-0.7,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,SON,RMSE,5.4,NA
MPI-ESM1-2-LR,r8i1p1f1,pr,SON,BIAS,-2.1,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,DJF,RMSE,3.6,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,DJF,BIAS,0.8,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,MAM,RMSE,6,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,MAM,BIAS,0.6,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,JJA,RMSE,8.1,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,JJA,BIAS,0.3,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,SON,RMSE,5.1,NA
MPI-ESM1-2-LR,r10i1p1f1,pr,SON,BIAS,-0.9,NA
MRI-ESM2-0,r1i1p1f1,pr,DJF,RMSE,3.6,NA
MRI-ESM2-0,r1i1p1f1,pr,DJF,BIAS,0.2,NA
MRI-ESM2-0,r1i1p1f1,pr,MAM,RMSE,4.6,NA
MRI-ESM2-0,r1i1p1f1,pr,MAM,BIAS,-0.6,NA
MRI-ESM2-0,r1i1p1f1,pr,JJA,RMSE,6.8,NA
MRI-ESM2-0,r1i1p1f1,pr,JJA,BIAS,-2.6,NA
MRI-ESM2-0,r1i1p1f1,pr,SON,RMSE,4,NA
MRI-ESM2-0,r1i1p1f1,pr,SON,BIAS,-0.4,NA
MRI-ESM2-0,r2i1p1f1,pr,DJF,RMSE,3.6,NA
MRI-ESM2-0,r2i1p1f1,pr,DJF,BIAS,1.5,NA
MRI-ESM2-0,r2i1p1f1,pr,MAM,RMSE,5,NA
MRI-ESM2-0,r2i1p1f1,pr,MAM,BIAS,1.8,NA
MRI-ESM2-0,r2i1p1f1,pr,JJA,RMSE,7.4,NA
MRI-ESM2-0,r2i1p1f1,pr,JJA,BIAS,0.4,NA
MRI-ESM2-0,r2i1p1f1,pr,SON,RMSE,4.1,NA
MRI-ESM2-0,r2i1p1f1,pr,SON,BIAS,-0.6,NA
MRI-ESM2-0,r3i1p1f1,pr,DJF,RMSE,4.1,NA
MRI-ESM2-0,r3i1p1f1,pr,DJF,BIAS,-0.3,NA
MRI-ESM2-0,r3i1p1f1,pr,MAM,RMSE,4.5,NA
MRI-ESM2-0,r3i1p1f1,pr,MAM,BIAS,-0.8,NA
MRI-ESM2-0,r3i1p1f1,pr,JJA,RMSE,6.8,NA
MRI-ESM2-0,r3i1p1f1,pr,JJA,BIAS,0.7,NA
MRI-ESM2-0,r3i1p1f1,pr,SON,RMSE,5.7,NA
MRI-ESM2-0,r3i1p1f1,pr,SON,BIAS,2.5,NA
MRI-ESM2-0,r4i1p1f1,pr,DJF,RMSE,5.3,NA
MRI-ESM2-0,r4i1p1f1,pr,DJF,BIAS,-0.8,NA
MRI-ESM2-0,r4i1p1f1,pr,MAM,RMSE,5.5,NA
MRI-ESM2-0,r4i1p1f1,pr,MAM,BIAS,-0.6,NA
MRI-ESM2-0,r4i1p1f1,pr,JJA,RMSE,7.1,NA
MRI-ESM2-0,r4i1p1f1,pr,JJA,BIAS,-2.9,NA
MRI-ESM2-0,r4i1p1f1,pr,SON,RMSE,5.1,NA
MRI-ESM2-0,r4i1p1f1,pr,SON,BIAS,-0.6,NA
MRI-ESM2-0,r5i1p1f1,pr,DJF,RMSE,3.5,NA
MRI-ESM2-0,r5i1p1f1,pr,DJF,BIAS,-0.2,NA
MRI-ESM2-0,r5i1p1f1,pr,MAM,RMSE,4.6,NA
MRI-ESM2-0,r5i1p1f1,pr,MAM,BIAS,-0.1,NA
MRI-ESM2-0,r5i1p1f1,pr,JJA,RMSE,6.3,NA
MRI-ESM2-0,r5i1p1f1,pr,JJA,BIAS,0.4,NA
MRI-ESM2-0,r5i1p1f1,pr,SON,RMSE,3.7,NA
MRI-ESM2-0,r5i1p1f1,pr,SON,BIAS,1.1,NA
NorESM2-LM,r1i1p1f1,pr,DJF,RMSE,3.1,NA
NorESM2-LM,r1i1p1f1,pr,DJF,BIAS,0.8,NA
NorESM2-LM,r1i1p1f1,pr,MAM,RMSE,4.4,NA
NorESM2-LM,r1i1p1f1,pr,MAM,BIAS,2,NA
NorESM2-LM,r1i1p1f1,pr,JJA,RMSE,6.3,NA
NorESM2-LM,r1i1p1f1,pr,JJA,BIAS,-0.9,NA
NorESM2-LM,r1i1p1f1,pr,SON,RMSE,5.2,NA
NorESM2-LM,r1i1p1f1,pr,SON,BIAS,2.2,NA
NorESM2-LM,r2i1p1f1,pr,DJF,RMSE,3,NA
NorESM2-LM,r2i1p1f1,pr,DJF,BIAS,0,NA
NorESM2-LM,r2i1p1f1,pr,MAM,RMSE,4,NA
NorESM2-LM,r2i1p1f1,pr,MAM,BIAS,-0.2,NA
NorESM2-LM,r2i1p1f1,pr,JJA,RMSE,6,NA
NorESM2-LM,r2i1p1f1,pr,JJA,BIAS,-0.9,NA
NorESM2-LM,r2i1p1f1,pr,SON,RMSE,6,NA
NorESM2-LM,r2i1p1f1,pr,SON,BIAS,0,NA
NorESM2-LM,r3i1p1f1,pr,DJF,RMSE,3.3,NA
NorESM2-LM,r3i1p1f1,pr,DJF,BIAS,-1.1,NA
NorESM2-LM,r3i1p1f1,pr,MAM,RMSE,4.5,NA
NorESM2-LM,r3i1p1f1,pr,MAM,BIAS,-1.9,NA
NorESM2-LM,r3i1p1f1,pr,JJA,RMSE,6.4,NA
NorESM2-LM,r3i1p1f1,pr,JJA,BIAS,-1.3,NA
NorESM2-LM,r3i1p1f1,pr,SON,RMSE,5,NA
NorESM2-LM,r3i1p1f1,pr,SON,BIAS,-1.1,NA
NorESM2-MM,r1i1p1f1,pr,DJF,RMSE,5.4,NA
NorESM2-MM,r1i1p1f1,pr,DJF,BIAS,-2.2,NA
NorESM2-MM,r1i1p1f1,pr,MAM,RMSE,4.4,NA
NorESM2-MM,r1i1p1f1,pr,MAM,BIAS,-1.5,NA
NorESM2-MM,r1i1p1f1,pr,JJA,RMSE,6.3,NA
NorESM2-MM,r1i1p1f1,pr,JJA,BIAS,-2.3,NA
NorESM2-MM,r1i1p1f1,pr,SON,RMSE,4.5,NA
NorESM2-MM,r1i1p1f1,pr,SON,BIAS,-1.5,NA
NorESM2-MM,r2i1p1f1,pr,DJF,RMSE,4.4,NA
NorESM2-MM,r2i1p1f1,pr,DJF,BIAS,2,NA
NorESM2-MM,r2i1p1f1,pr,MAM,RMSE,3.8,NA
NorESM2-MM,r2i1p1f1,pr,MAM,BIAS,1,NA
NorESM2-MM,r2i1p1f1,pr,JJA,RMSE,5.8,NA
NorESM2-MM,r2i1p1f1,pr,JJA,BIAS,0.3,NA
NorESM2-MM,r2i1p1f1,pr,SON,RMSE,5.1,NA
NorESM2-MM,r2i1p1f1,pr,SON,BIAS,2.5,NA
TaiESM1,r1i1p1f1,pr,DJF,RMSE,1.7,NA
TaiESM1,r1i1p1f1,pr,DJF,BIAS,0,NA
TaiESM1,r1i1p1f1,pr,MAM,RMSE,2.8,NA
TaiESM1,r1i1p1f1,pr,MAM,BIAS,0.3,NA
TaiESM1,r1i1p1f1,pr,JJA,RMSE,5.1,NA
TaiESM1,r1i1p1f1,pr,JJA,BIAS,-0.8,NA
TaiESM1,r1i1p1f1,pr,SON,RMSE,2.6,NA
TaiESM1,r1i1p1f1,pr,SON,BIAS,0.3,NA
ACCESS-CM2,r1i1p1f1,tasmax,DJF,RMSE,0.2,NA
ACCESS-CM2,r1i1p1f1,tasmax,DJF,BIAS,-0.1,NA
ACCESS-CM2,r1i1p1f1,tasmax,MAM,RMSE,0.1,NA
ACCESS-CM2,r1i1p1f1,tasmax,MAM,BIAS,0,NA
ACCESS-CM2,r1i1p1f1,tasmax,JJA,RMSE,0.1,NA
ACCESS-CM2,r1i1p1f1,tasmax,JJA,BIAS,0,NA
ACCESS-CM2,r1i1p1f1,tasmax,SON,RMSE,0.1,NA
ACCESS-CM2,r1i1p1f1,tasmax,SON,BIAS,0,NA
ACCESS-CM2,r2i1p1f1,tasmax,DJF,RMSE,0.2,NA
ACCESS-CM2,r2i1p1f1,tasmax,DJF,BIAS,0.1,NA
ACCESS-CM2,r2i1p1f1,tasmax,MAM,RMSE,0.2,NA
ACCESS-CM2,r2i1p1f1,tasmax,MAM,BIAS,0.1,NA
ACCESS-CM2,r2i1p1f1,tasmax,JJA,RMSE,0.1,NA
ACCESS-CM2,r2i1p1f1,tasmax,JJA,BIAS,0.1,NA
ACCESS-CM2,r2i1p1f1,tasmax,SON,RMSE,0.1,NA
ACCESS-CM2,r2i1p1f1,tasmax,SON,BIAS,0.1,NA
ACCESS-CM2,r3i1p1f1,tasmax,DJF,RMSE,0.1,NA
ACCESS-CM2,r3i1p1f1,tasmax,DJF,BIAS,0,NA
ACCESS-CM2,r3i1p1f1,tasmax,MAM,RMSE,0.2,NA
ACCESS-CM2,r3i1p1f1,tasmax,MAM,BIAS,-0.1,NA
ACCESS-CM2,r3i1p1f1,tasmax,JJA,RMSE,0.2,NA
ACCESS-CM2,r3i1p1f1,tasmax,JJA,BIAS,-0.1,NA
ACCESS-CM2,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
ACCESS-CM2,r3i1p1f1,tasmax,SON,BIAS,0,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,DJF,RMSE,0.1,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,DJF,BIAS,0,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,MAM,RMSE,0.1,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,MAM,BIAS,0.1,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,JJA,RMSE,0.2,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,JJA,BIAS,0.1,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,SON,RMSE,0.1,NA
ACCESS-ESM1-5,r1i1p1f1,tasmax,SON,BIAS,0.1,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,DJF,RMSE,0.2,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,DJF,BIAS,-0.1,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,MAM,RMSE,0.2,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,MAM,BIAS,-0.1,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,JJA,RMSE,0.2,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,JJA,BIAS,0,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,SON,RMSE,0.1,NA
ACCESS-ESM1-5,r2i1p1f1,tasmax,SON,BIAS,0.1,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,DJF,RMSE,0.1,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,DJF,BIAS,0,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,MAM,RMSE,0.2,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,MAM,BIAS,0.1,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,JJA,RMSE,0.1,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,JJA,BIAS,0,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
ACCESS-ESM1-5,r3i1p1f1,tasmax,SON,BIAS,-0.1,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,DJF,RMSE,0.2,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,DJF,BIAS,0.2,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,MAM,RMSE,0.1,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,MAM,BIAS,0.1,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,JJA,RMSE,0.1,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,JJA,BIAS,0,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,SON,RMSE,0.1,NA
ACCESS-ESM1-5,r4i1p1f1,tasmax,SON,BIAS,0,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,DJF,RMSE,0.2,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,DJF,BIAS,-0.1,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,MAM,RMSE,0.1,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,MAM,BIAS,0,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,JJA,RMSE,0.2,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,JJA,BIAS,-0.2,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,SON,RMSE,0.2,NA
ACCESS-ESM1-5,r5i1p1f1,tasmax,SON,BIAS,0,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,DJF,RMSE,0.2,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,DJF,BIAS,0.3,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,MAM,RMSE,0.2,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,MAM,BIAS,-0.3,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,JJA,RMSE,0.2,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,JJA,BIAS,-0.1,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,SON,RMSE,0.2,NA
AWI-CM-1-1-MR,r1i1p1f1,tasmax,SON,BIAS,-0.1,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,DJF,RMSE,0.1,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,DJF,BIAS,0,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,MAM,RMSE,0.1,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,MAM,BIAS,0,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,JJA,RMSE,0.1,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,JJA,BIAS,0,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,SON,RMSE,0.1,NA
AWI-CM-1-1-MR,r2i1p1f1,tasmax,SON,BIAS,0,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,DJF,RMSE,0.3,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,DJF,BIAS,0.3,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,MAM,RMSE,0.2,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,MAM,BIAS,0.2,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,JJA,RMSE,0.2,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,JJA,BIAS,0.2,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,SON,RMSE,0.2,NA
AWI-CM-1-1-MR,r3i1p1f1,tasmax,SON,BIAS,0.2,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,DJF,RMSE,0.3,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,DJF,BIAS,-0.2,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,MAM,RMSE,0.1,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,MAM,BIAS,-0.1,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,JJA,RMSE,0.2,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,JJA,BIAS,-0.1,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,SON,RMSE,0.2,NA
AWI-CM-1-1-MR,r4i1p1f1,tasmax,SON,BIAS,-0.1,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,DJF,RMSE,0.1,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,DJF,BIAS,0,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,MAM,RMSE,0.2,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,MAM,BIAS,0.2,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,JJA,RMSE,0.2,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,JJA,BIAS,0.1,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,SON,RMSE,0.2,NA
AWI-CM-1-1-MR,r5i1p1f1,tasmax,SON,BIAS,0.1,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,DJF,RMSE,0,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,DJF,BIAS,0,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,MAM,RMSE,0,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,MAM,BIAS,0,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,JJA,RMSE,0,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,JJA,BIAS,0,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,SON,RMSE,0,NA
BCC-CSM2-MR,r1i1p1f1,tasmax,SON,BIAS,0,NA
CESM2-LENS,r1i1p1f1,tasmax,DJF,RMSE,0.2,NA
CESM2-LENS,r1i1p1f1,tasmax,DJF,BIAS,-0.1,NA
CESM2-LENS,r1i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r1i1p1f1,tasmax,MAM,BIAS,0.1,NA
CESM2-LENS,r1i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r1i1p1f1,tasmax,JJA,BIAS,0.1,NA
CESM2-LENS,r1i1p1f1,tasmax,SON,RMSE,0.1,NA
CESM2-LENS,r1i1p1f1,tasmax,SON,BIAS,0.1,NA
CESM2-LENS,r2i1p1f1,tasmax,DJF,RMSE,0.4,NA
CESM2-LENS,r2i1p1f1,tasmax,DJF,BIAS,-0.3,NA
CESM2-LENS,r2i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r2i1p1f1,tasmax,MAM,BIAS,-0.1,NA
CESM2-LENS,r2i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r2i1p1f1,tasmax,JJA,BIAS,0,NA
CESM2-LENS,r2i1p1f1,tasmax,SON,RMSE,0.1,NA
CESM2-LENS,r2i1p1f1,tasmax,SON,BIAS,0,NA
CESM2-LENS,r3i1p1f1,tasmax,DJF,RMSE,0.1,NA
CESM2-LENS,r3i1p1f1,tasmax,DJF,BIAS,0.1,NA
CESM2-LENS,r3i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r3i1p1f1,tasmax,MAM,BIAS,0.1,NA
CESM2-LENS,r3i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r3i1p1f1,tasmax,JJA,BIAS,0,NA
CESM2-LENS,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
CESM2-LENS,r3i1p1f1,tasmax,SON,BIAS,0.1,NA
CESM2-LENS,r4i1p1f1,tasmax,DJF,RMSE,0.2,NA
CESM2-LENS,r4i1p1f1,tasmax,DJF,BIAS,0,NA
CESM2-LENS,r4i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r4i1p1f1,tasmax,MAM,BIAS,-0.1,NA
CESM2-LENS,r4i1p1f1,tasmax,JJA,RMSE,0.2,NA
CESM2-LENS,r4i1p1f1,tasmax,JJA,BIAS,-0.1,NA
CESM2-LENS,r4i1p1f1,tasmax,SON,RMSE,0.2,NA
CESM2-LENS,r4i1p1f1,tasmax,SON,BIAS,-0.2,NA
CESM2-LENS,r5i1p1f1,tasmax,DJF,RMSE,0.1,NA
CESM2-LENS,r5i1p1f1,tasmax,DJF,BIAS,0,NA
CESM2-LENS,r5i1p1f1,tasmax,MAM,RMSE,0.1,NA
CESM2-LENS,r5i1p1f1,tasmax,MAM,BIAS,0.1,NA
CESM2-LENS,r5i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r5i1p1f1,tasmax,JJA,BIAS,0.1,NA
CESM2-LENS,r5i1p1f1,tasmax,SON,RMSE,0.1,NA
CESM2-LENS,r5i1p1f1,tasmax,SON,BIAS,0,NA
CESM2-LENS,r6i1p1f1,tasmax,DJF,RMSE,0.2,NA
CESM2-LENS,r6i1p1f1,tasmax,DJF,BIAS,0.1,NA
CESM2-LENS,r6i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r6i1p1f1,tasmax,MAM,BIAS,0.1,NA
CESM2-LENS,r6i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r6i1p1f1,tasmax,JJA,BIAS,0,NA
CESM2-LENS,r6i1p1f1,tasmax,SON,RMSE,0.1,NA
CESM2-LENS,r6i1p1f1,tasmax,SON,BIAS,0,NA
CESM2-LENS,r7i1p1f1,tasmax,DJF,RMSE,0.3,NA
CESM2-LENS,r7i1p1f1,tasmax,DJF,BIAS,-0.1,NA
CESM2-LENS,r7i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r7i1p1f1,tasmax,MAM,BIAS,0,NA
CESM2-LENS,r7i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r7i1p1f1,tasmax,JJA,BIAS,0,NA
CESM2-LENS,r7i1p1f1,tasmax,SON,RMSE,0.1,NA
CESM2-LENS,r7i1p1f1,tasmax,SON,BIAS,0,NA
CESM2-LENS,r8i1p1f1,tasmax,DJF,RMSE,0.2,NA
CESM2-LENS,r8i1p1f1,tasmax,DJF,BIAS,0,NA
CESM2-LENS,r8i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r8i1p1f1,tasmax,MAM,BIAS,-0.1,NA
CESM2-LENS,r8i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r8i1p1f1,tasmax,JJA,BIAS,0,NA
CESM2-LENS,r8i1p1f1,tasmax,SON,RMSE,0.1,NA
CESM2-LENS,r8i1p1f1,tasmax,SON,BIAS,-0.1,NA
CESM2-LENS,r9i1p1f1,tasmax,DJF,RMSE,0.2,NA
CESM2-LENS,r9i1p1f1,tasmax,DJF,BIAS,0.1,NA
CESM2-LENS,r9i1p1f1,tasmax,MAM,RMSE,0.2,NA
CESM2-LENS,r9i1p1f1,tasmax,MAM,BIAS,0,NA
CESM2-LENS,r9i1p1f1,tasmax,JJA,RMSE,0.2,NA
CESM2-LENS,r9i1p1f1,tasmax,JJA,BIAS,0.1,NA
CESM2-LENS,r9i1p1f1,tasmax,SON,RMSE,0.2,NA
CESM2-LENS,r9i1p1f1,tasmax,SON,BIAS,0.1,NA
CESM2-LENS,r10i1p1f1,tasmax,DJF,RMSE,0.3,NA
CESM2-LENS,r10i1p1f1,tasmax,DJF,BIAS,0.2,NA
CESM2-LENS,r10i1p1f1,tasmax,MAM,RMSE,0.3,NA
CESM2-LENS,r10i1p1f1,tasmax,MAM,BIAS,0,NA
CESM2-LENS,r10i1p1f1,tasmax,JJA,RMSE,0.1,NA
CESM2-LENS,r10i1p1f1,tasmax,JJA,BIAS,0,NA
CESM2-LENS,r10i1p1f1,tasmax,SON,RMSE,0.2,NA
CESM2-LENS,r10i1p1f1,tasmax,SON,BIAS,0.1,NA
CNRM-CM6-1,r1i1p1f2,tasmax,DJF,RMSE,0.1,NA
CNRM-CM6-1,r1i1p1f2,tasmax,DJF,BIAS,0,NA
CNRM-CM6-1,r1i1p1f2,tasmax,MAM,RMSE,0,NA
CNRM-CM6-1,r1i1p1f2,tasmax,MAM,BIAS,0,NA
CNRM-CM6-1,r1i1p1f2,tasmax,JJA,RMSE,0,NA
CNRM-CM6-1,r1i1p1f2,tasmax,JJA,BIAS,0,NA
CNRM-CM6-1,r1i1p1f2,tasmax,SON,RMSE,0,NA
CNRM-CM6-1,r1i1p1f2,tasmax,SON,BIAS,0,NA
CNRM-CM6-1-HR,r1i1p1f2,tasmax,DJF,RMSE,0.1,NA
CNRM-CM6-1-HR,r1i1p1f2,tasmax,DJF,BIAS,0,NA
CNRM-CM6-1-HR,r1i1p1f2,tasmax,MAM,RMSE,0,NA
CNRM-CM6-1-HR,r1i1p1f2,tasmax,MAM,BIAS,0,NA
