Model,Member,Var,Season,Stat,value,Rank
FGOALS-g3,r4i1p1f1,pr,JJA,RMSE,5.7,NA
FGOALS-g3,r4i1p1f1,pr,JJA,BIAS,-0.3,NA
FGOALS-g3,r4i1p1f1,pr,SON,RMSE,5.1,NA
FGOALS-g3,r4i1p1f1,pr,SON,BIAS,1.7,NA
FGOALS-g3,r5i1p1f1,pr,DJF,RMSE,3.5,NA
FGOALS-g3,r5i1p1f1,pr,DJF,BIAS,1.3,NA
FGOALS-g3,r5i1p1f1,pr,MAM,RMSE,4.7,NA
FGOALS-g3,r5i1p1f1,pr,MAM,BIAS,-0.8,NA
FGOALS-g3,r5i1p1f1,pr,JJA,RMSE,7.2,NA
FGOALS-g3,r5i1p1f1,pr,JJA,BIAS,-2,NA
FGOALS-g3,r5i1p1f1,pr,SON,RMSE,4.7,NA
FGOALS-g3,r5i1p1f1,pr,SON,BIAS,-0.3,NA
GFDL-CM4,r1i1p1f1,pr,DJF,RMSE,1.7,NA
GFDL-CM4,r1i1p1f1,pr,DJF,BIAS,0.1,NA
GFDL-CM4,r1i1p1f1,pr,MAM,RMSE,2.6,NA
GFDL-CM4,r1i1p1f1,pr,MAM,BIAS,-0.3,NA
GFDL-CM4,r1i1p1f1,pr,JJA,RMSE,5.1,NA
GFDL-CM4,r1i1p1f1,pr,JJA,BIAS,-1,NA
GFDL-CM4,r1i1p1f1,pr,SON,RMSE,2.3,NA
GFDL-CM4,r1i1p1f1,pr,SON,BIAS,0.4,NA
GFDL-ESM4,r1i1p1f1,pr,DJF,RMSE,1.8,NA
GFDL-ESM4,r1i1p1f1,pr,DJF,BIAS,-0.2,NA
GFDL-ESM4,r1i1p1f1,pr,MAM,RMSE,2.6,NA
GFDL-ESM4,r1i1p1f1,pr,MAM,BIAS,-0.4,NA
GFDL-ESM4,r1i1p1f1,pr,JJA,RMSE,4.6,NA
GFDL-ESM4,r1i1p1f1,pr,JJA,BIAS,-0.8,NA
GFDL-ESM4,r1i1p1f1,pr,SON,RMSE,2.4,NA
GFDL-ESM4,r1i1p1f1,pr,SON,BIAS,0.3,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,DJF,RMSE,4.1,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,DJF,BIAS,1,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,MAM,RMSE,4.9,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,MAM,BIAS,-0.7,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,JJA,RMSE,7.4,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,JJA,BIAS,-2.5,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,SON,RMSE,4.9,NA
HadGEM3-GC31-LL,r1i1p1f3,pr,SON,BIAS,1.2,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,DJF,RMSE,4.1,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,DJF,BIAS,-0.1,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,MAM,RMSE,4.7,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,MAM,BIAS,0.5,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,JJA,RMSE,7.4,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,JJA,BIAS,-2.5,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,SON,RMSE,5.3,NA
HadGEM3-GC31-LL,r2i1p1f3,pr,SON,BIAS,0.7,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,DJF,RMSE,3.7,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,DJF,BIAS,-1,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,MAM,RMSE,4.6,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,MAM,BIAS,-0.5,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,JJA,RMSE,6.3,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,JJA,BIAS,1.9,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,SON,RMSE,4.7,NA
HadGEM3-GC31-LL,r3i1p1f3,pr,SON,BIAS,-0.9,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,DJF,RMSE,3.9,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,DJF,BIAS,-2.2,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,MAM,RMSE,3.8,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,MAM,BIAS,0.1,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,JJA,RMSE,6.8,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,JJA,BIAS,-1.6,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,SON,RMSE,4.7,NA
HadGEM3-GC31-MM,r1i1p1f3,pr,SON,BIAS,-1,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,DJF,RMSE,4,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,DJF,BIAS,1.4,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,MAM,RMSE,4.2,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,MAM,BIAS,-1,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,JJA,RMSE,5.9,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,JJA,BIAS,0,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,SON,RMSE,4.6,NA
HadGEM3-GC31-MM,r2i1p1f3,pr,SON,BIAS,1.4,NA
INM-CM4-8,r1i1p1f1,pr,DJF,RMSE,2.4,NA
INM-CM4-8,r1i1p1f1,pr,DJF,BIAS,-0.5,NA
INM-CM4-8,r1i1p1f1,pr,MAM,RMSE,3.1,NA
INM-CM4-8,r1i1p1f1,pr,MAM,BIAS,-0.3,NA
INM-CM4-8,r1i1p1f1,pr,JJA,RMSE,5.3,NA
INM-CM4-8,r1i1p1f1,pr,JJA,BIAS,-0.4,NA
INM-CM4-8,r1i1p1f1,pr,SON,RMSE,2.9,NA
INM-CM4-8,r1i1p1f1,pr,SON,BIAS,0.1,NA
INM-CM5-0,r1i1p1f1,pr,DJF,RMSE,3.8,NA
INM-CM5-0,r1i1p1f1,pr,DJF,BIAS,0.5,NA
INM-CM5-0,r1i1p1f1,pr,MAM,RMSE,4.5,NA
INM-CM5-0,r1i1p1f1,pr,MAM,BIAS,0.7,NA
INM-CM5-0,r1i1p1f1,pr,JJA,RMSE,6.1,NA
INM-CM5-0,r1i1p1f1,pr,JJA,BIAS,0.6,NA
INM-CM5-0,r1i1p1f1,pr,SON,RMSE,5,NA
INM-CM5-0,r1i1p1f1,pr,SON,BIAS,-0.5,NA
INM-CM5-0,r2i1p1f1,pr,DJF,RMSE,3.4,NA
INM-CM5-0,r2i1p1f1,pr,DJF,BIAS,-0.2,NA
INM-CM5-0,r2i1p1f1,pr,MAM,RMSE,7.5,NA
INM-CM5-0,r2i1p1f1,pr,MAM,BIAS,1.9,NA
INM-CM5-0,r2i1p1f1,pr,JJA,RMSE,6.7,NA
INM-CM5-0,r2i1p1f1,pr,JJA,BIAS,0,NA
INM-CM5-0,r2i1p1f1,pr,SON,RMSE,5.9,NA
INM-CM5-0,r2i1p1f1,pr,SON,BIAS,1.7,NA
INM-CM5-0,r3i1p1f1,pr,DJF,RMSE,2.9,NA
INM-CM5-0,r3i1p1f1,pr,DJF,BIAS,0,NA
INM-CM5-0,r3i1p1f1,pr,MAM,RMSE,5.4,NA
INM-CM5-0,r3i1p1f1,pr,MAM,BIAS,-1.2,NA
INM-CM5-0,r3i1p1f1,pr,JJA,RMSE,6,NA
INM-CM5-0,r3i1p1f1,pr,JJA,BIAS,-1.3,NA
INM-CM5-0,r3i1p1f1,pr,SON,RMSE,3.9,NA
INM-CM5-0,r3i1p1f1,pr,SON,BIAS,0.1,NA
INM-CM5-0,r4i1p1f1,pr,DJF,RMSE,2.9,NA
INM-CM5-0,r4i1p1f1,pr,DJF,BIAS,0,NA
INM-CM5-0,r4i1p1f1,pr,MAM,RMSE,5.3,NA
INM-CM5-0,r4i1p1f1,pr,MAM,BIAS,-1.1,NA
INM-CM5-0,r4i1p1f1,pr,JJA,RMSE,6,NA
INM-CM5-0,r4i1p1f1,pr,JJA,BIAS,-1.3,NA
INM-CM5-0,r4i1p1f1,pr,SON,RMSE,3.9,NA
INM-CM5-0,r4i1p1f1,pr,SON,BIAS,0.1,NA
INM-CM5-0,r5i1p1f1,pr,DJF,RMSE,4.5,NA
INM-CM5-0,r5i1p1f1,pr,DJF,BIAS,-0.2,NA
INM-CM5-0,r5i1p1f1,pr,MAM,RMSE,5.2,NA
INM-CM5-0,r5i1p1f1,pr,MAM,BIAS,-1.1,NA
INM-CM5-0,r5i1p1f1,pr,JJA,RMSE,6.7,NA
INM-CM5-0,r5i1p1f1,pr,JJA,BIAS,-0.3,NA
INM-CM5-0,r5i1p1f1,pr,SON,RMSE,5.2,NA
INM-CM5-0,r5i1p1f1,pr,SON,BIAS,-0.8,NA
IPSL-CM6A-LR,r1i1p1f1,pr,DJF,RMSE,4.5,NA
IPSL-CM6A-LR,r1i1p1f1,pr,DJF,BIAS,-0.6,NA
IPSL-CM6A-LR,r1i1p1f1,pr,MAM,RMSE,5.2,NA
IPSL-CM6A-LR,r1i1p1f1,pr,MAM,BIAS,-0.7,NA
IPSL-CM6A-LR,r1i1p1f1,pr,JJA,RMSE,7.1,NA
IPSL-CM6A-LR,r1i1p1f1,pr,JJA,BIAS,-1.2,NA
IPSL-CM6A-LR,r1i1p1f1,pr,SON,RMSE,6.1,NA
IPSL-CM6A-LR,r1i1p1f1,pr,SON,BIAS,0.2,NA
IPSL-CM6A-LR,r2i1p1f1,pr,DJF,RMSE,4.5,NA
IPSL-CM6A-LR,r2i1p1f1,pr,DJF,BIAS,1.1,NA
IPSL-CM6A-LR,r2i1p1f1,pr,MAM,RMSE,5.5,NA
IPSL-CM6A-LR,r2i1p1f1,pr,MAM,BIAS,1.1,NA
IPSL-CM6A-LR,r2i1p1f1,pr,JJA,RMSE,7,NA
IPSL-CM6A-LR,r2i1p1f1,pr,JJA,BIAS,0.3,NA
IPSL-CM6A-LR,r2i1p1f1,pr,SON,RMSE,5.2,NA
IPSL-CM6A-LR,r2i1p1f1,pr,SON,BIAS,1.2,NA
IPSL-CM6A-LR,r3i1p1f1,pr,DJF,RMSE,4,NA
IPSL-CM6A-LR,r3i1p1f1,pr,DJF,BIAS,-1.3,NA
IPSL-CM6A-LR,r3i1p1f1,pr,MAM,RMSE,5.1,NA
IPSL-CM6A-LR,r3i1p1f1,pr,MAM,BIAS,-1.4,NA
IPSL-CM6A-LR,r3i1p1f1,pr,JJA,RMSE,7,NA
IPSL-CM6A-LR,r3i1p1f1,pr,JJA,BIAS,-1.1,NA
IPSL-CM6A-LR,r3i1p1f1,pr,SON,RMSE,4.3,NA
IPSL-CM6A-LR,r3i1p1f1,pr,SON,BIAS,-1.1,NA
IPSL-CM6A-LR,r4i1p1f1,pr,DJF,RMSE,3.9,NA
IPSL-CM6A-LR,r4i1p1f1,pr,DJF,BIAS,0.5,NA
IPSL-CM6A-LR,r4i1p1f1,pr,MAM,RMSE,6.7,NA
IPSL-CM6A-LR,r4i1p1f1,pr,MAM,BIAS,-2.4,NA
IPSL-CM6A-LR,r4i1p1f1,pr,JJA,RMSE,7.5,NA
IPSL-CM6A-LR,r4i1p1f1,pr,JJA,BIAS,-1.1,NA
IPSL-CM6A-LR,r4i1p1f1,pr,SON,RMSE,5.4,NA
IPSL-CM6A-LR,r4i1p1f1,pr,SON,BIAS,1,NA
IPSL-CM6A-LR,r5i1p1f1,pr,DJF,RMSE,4.9,NA
IPSL-CM6A-LR,r5i1p1f1,pr,DJF,BIAS,-2.1,NA
IPSL-CM6A-LR,r5i1p1f1,pr,MAM,RMSE,5.5,NA
IPSL-CM6A-LR,r5i1p1f1,pr,MAM,BIAS,1.7,NA
IPSL-CM6A-LR,r5i1p1f1,pr,JJA,RMSE,6.9,NA
IPSL-CM6A-LR,r5i1p1f1,pr,JJA,BIAS,0.3,NA
IPSL-CM6A-LR,r5i1p1f1,pr,SON,RMSE,4.9,NA
IPSL-CM6A-LR,r5i1p1f1,pr,SON,BIAS,-1,NA
IPSL-CM6A-LR,r6i1p1f1,pr,DJF,RMSE,5.8,NA
IPSL-CM6A-LR,r6i1p1f1,pr,DJF,BIAS,-2.9,NA
IPSL-CM6A-LR,r6i1p1f1,pr,MAM,RMSE,5,NA
IPSL-CM6A-LR,r6i1p1f1,pr,MAM,BIAS,-0.7,NA
IPSL-CM6A-LR,r6i1p1f1,pr,JJA,RMSE,8.2,NA
IPSL-CM6A-LR,r6i1p1f1,pr,JJA,BIAS,-2.9,NA
IPSL-CM6A-LR,r6i1p1f1,pr,SON,RMSE,4.9,NA
IPSL-CM6A-LR,r6i1p1f1,pr,SON,BIAS,1.5,NA
IPSL-CM6A-LR,r7i1p1f1,pr,DJF,RMSE,6,NA
IPSL-CM6A-LR,r7i1p1f1,pr,DJF,BIAS,4.2,NA
IPSL-CM6A-LR,r7i1p1f1,pr,MAM,RMSE,5.2,NA
IPSL-CM6A-LR,r7i1p1f1,pr,MAM,BIAS,0,NA
IPSL-CM6A-LR,r7i1p1f1,pr,JJA,RMSE,7.8,NA
IPSL-CM6A-LR,r7i1p1f1,pr,JJA,BIAS,1.1,NA
IPSL-CM6A-LR,r7i1p1f1,pr,SON,RMSE,5.6,NA
IPSL-CM6A-LR,r7i1p1f1,pr,SON,BIAS,0.8,NA
IPSL-CM6A-LR,r8i1p1f1,pr,DJF,RMSE,4.5,NA
IPSL-CM6A-LR,r8i1p1f1,pr,DJF,BIAS,1.1,NA
IPSL-CM6A-LR,r8i1p1f1,pr,MAM,RMSE,5.5,NA
IPSL-CM6A-LR,r8i1p1f1,pr,MAM,BIAS,0.3,NA
IPSL-CM6A-LR,r8i1p1f1,pr,JJA,RMSE,7.4,NA
IPSL-CM6A-LR,r8i1p1f1,pr,JJA,BIAS,-0.4,NA
IPSL-CM6A-LR,r8i1p1f1,pr,SON,RMSE,5.1,NA
IPSL-CM6A-LR,r8i1p1f1,pr,SON,BIAS,1,NA
IPSL-CM6A-LR,r9i1p1f1,pr,DJF,RMSE,5.6,NA
IPSL-CM6A-LR,r9i1p1f1,pr,DJF,BIAS,0.7,NA
IPSL-CM6A-LR,r9i1p1f1,pr,MAM,RMSE,5.1,NA
IPSL-CM6A-LR,r9i1p1f1,pr,MAM,BIAS,-0.8,NA
IPSL-CM6A-LR,r9i1p1f1,pr,JJA,RMSE,7.1,NA
IPSL-CM6A-LR,r9i1p1f1,pr,JJA,BIAS,-0.9,NA
IPSL-CM6A-LR,r9i1p1f1,pr,SON,RMSE,5.2,NA
IPSL-CM6A-LR,r9i1p1f1,pr,SON,BIAS,1.4,NA
IPSL-CM6A-LR,r10i1p1f1,pr,DJF,RMSE,4.5,NA
IPSL-CM6A-LR,r10i1p1f1,pr,DJF,BIAS,-0.9,NA
IPSL-CM6A-LR,r10i1p1f1,pr,MAM,RMSE,4.9,NA
IPSL-CM6A-LR,r10i1p1f1,pr,MAM,BIAS,0.7,NA
IPSL-CM6A-LR,r10i1p1f1,pr,JJA,RMSE,8.4,NA
IPSL-CM6A-LR,r10i1p1f1,pr,JJA,BIAS,-2.3,NA
IPSL-CM6A-LR,r10i1p1f1,pr,SON,RMSE,5.2,NA
IPSL-CM6A-LR,r10i1p1f1,pr,SON,BIAS,-1.2,NA
KACE-1-0-G,r1i1p1f1,pr,DJF,RMSE,3.9,NA
KACE-1-0-G,r1i1p1f1,pr,DJF,BIAS,0.2,NA
KACE-1-0-G,r1i1p1f1,pr,MAM,RMSE,6,NA
KACE-1-0-G,r1i1p1f1,pr,MAM,BIAS,1,NA
KACE-1-0-G,r1i1p1f1,pr,JJA,RMSE,7.4,NA
KACE-1-0-G,r1i1p1f1,pr,JJA,BIAS,1.5,NA
KACE-1-0-G,r1i1p1f1,pr,SON,RMSE,4.3,NA
KACE-1-0-G,r1i1p1f1,pr,SON,BIAS,0.7,NA
KACE-1-0-G,r2i1p1f1,pr,DJF,RMSE,4.6,NA
KACE-1-0-G,r2i1p1f1,pr,DJF,BIAS,1.8,NA
KACE-1-0-G,r2i1p1f1,pr,MAM,RMSE,4.5,NA
KACE-1-0-G,r2i1p1f1,pr,MAM,BIAS,0.8,NA
KACE-1-0-G,r2i1p1f1,pr,JJA,RMSE,7.6,NA
KACE-1-0-G,r2i1p1f1,pr,JJA,BIAS,-0.5,NA
KACE-1-0-G,r2i1p1f1,pr,SON,RMSE,4.7,NA
KACE-1-0-G,r2i1p1f1,pr,SON,BIAS,-0.9,NA
KACE-1-0-G,r3i1p1f1,pr,DJF,RMSE,4.9,NA
KACE-1-0-G,r3i1p1f1,pr,DJF,BIAS,-1.4,NA
KACE-1-0-G,r3i1p1f1,pr,MAM,RMSE,6.7,NA
KACE-1-0-G,r3i1p1f1,pr,MAM,BIAS,-2.9,NA
KACE-1-0-G,r3i1p1f1,pr,JJA,RMSE,8.4,NA
KACE-1-0-G,r3i1p1f1,pr,JJA,BIAS,-4.8,NA
KACE-1-0-G,r3i1p1f1,pr,SON,RMSE,5.8,NA
KACE-1-0-G,r3i1p1f1,pr,SON,BIAS,1.3,NA
MIROC6,r1i1p1f1,pr,DJF,RMSE,3.7,NA
MIROC6,r1i1p1f1,pr,DJF,BIAS,-1,NA
MIROC6,r1i1p1f1,pr,MAM,RMSE,3.8,NA
MIROC6,r1i1p1f1,pr,MAM,BIAS,0.3,NA
MIROC6,r1i1p1f1,pr,JJA,RMSE,5.8,NA
MIROC6,r1i1p1f1,pr,JJA,BIAS,-0.7,NA
MIROC6,r1i1p1f1,pr,SON,RMSE,0.6,NA
MIROC6,r1i1p1f1,pr,SON,BIAS,-1.6,NA
MIROC6,r2i1p1f1,pr,DJF,RMSE,4.1,NA
MIROC6,r2i1p1f1,pr,DJF,BIAS,-1,NA
MIROC6,r2i1p1f1,pr,MAM,RMSE,4.2,NA
MIROC6,r2i1p1f1,pr,MAM,BIAS,-0.3,NA
MIROC6,r2i1p1f1,pr,JJA,RMSE,7,NA
MIROC6,r2i1p1f1,pr,JJA,BIAS,-1.9,NA
MIROC6,r2i1p1f1,pr,SON,RMSE,4.2,NA
MIROC6,r2i1p1f1,pr,SON,BIAS,-1.3,NA
MIROC6,r3i1p1f1,pr,DJF,RMSE,4.6,NA
MIROC6,r3i1p1f1,pr,DJF,BIAS,1.6,NA
MIROC6,r3i1p1f1,pr,MAM,RMSE,5.9,NA
MIROC6,r3i1p1f1,pr,MAM,BIAS,1,NA
MIROC6,r3i1p1f1,pr,JJA,RMSE,6.6,NA
MIROC6,r3i1p1f1,pr,JJA,BIAS,0.1,NA
MIROC6,r3i1p1f1,pr,SON,RMSE,4.6,NA
MIROC6,r3i1p1f1,pr,SON,BIAS,1.7,NA
MIROC6,r4i1p1f1,pr,DJF,RMSE,5.1,NA
MIROC6,r4i1p1f1,pr,DJF,BIAS,-2.5,NA
MIROC6,r4i1p1f1,pr,MAM,RMSE,5.5,NA
MIROC6,r4i1p1f1,pr,MAM,BIAS,-1.9,NA
MIROC6,r4i1p1f1,pr,JJA,RMSE,6.5,NA
MIROC6,r4i1p1f1,pr,JJA,BIAS,-0.9,NA
MIROC6,r4i1p1f1,pr,SON,RMSE,4.9,NA
MIROC6,r4i1p1f1,pr,SON,BIAS,1.2,NA
MIROC6,r5i1p1f1,pr,DJF,RMSE,5.5,NA
MIROC6,r5i1p1f1,pr,DJF,BIAS,3.1,NA
MIROC6,r5i1p1f1,pr,MAM,RMSE,4.9,NA
MIROC6,r5i1p1f1,pr,MAM,BIAS,0.4,NA
MIROC6,r5i1p1f1,pr,JJA,RMSE,6.3,NA
MIROC6,r5i1p1f1,pr,JJA,BIAS,-0.7,NA
MIROC6,r5i1p1f1,pr,SON,RMSE,4.9,NA
MIROC6,r5i1p1f1,pr,SON,BIAS,1.6,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,DJF,RMSE,4.1,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,DJF,BIAS,-1.1,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,MAM,RMSE,5.6,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,MAM,BIAS,-0.3,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,JJA,RMSE,8.8,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,JJA,BIAS,-1,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,SON,RMSE,5,NA
MPI-ESM1-2-HR,r1i1p1f1,pr,SON,BIAS,0.6,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,DJF,RMSE,4.7,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,DJF,BIAS,0.3,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,MAM,RMSE,4.7,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,MAM,BIAS,0.2,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,JJA,RMSE,8.4,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,JJA,BIAS,0.5,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,SON,RMSE,4.9,NA
MPI-ESM1-2-HR,r2i1p1f1,pr,SON,BIAS,1,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,DJF,RMSE,5.4,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,DJF,BIAS,0.3,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,MAM,RMSE,5.4,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,MAM,BIAS,-1.9,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,JJA,RMSE,8.1,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,JJA,BIAS,-0.7,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,SON,RMSE,5.8,NA
MPI-ESM1-2-HR,r3i1p1f1,pr,SON,BIAS,-0.3,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,DJF,RMSE,4,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,DJF,BIAS,0,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,MAM,RMSE,4.7,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,MAM,BIAS,0,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,JJA,RMSE,9.1,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,JJA,BIAS,-3.7,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,SON,RMSE,5.7,NA
MPI-ESM1-2-HR,r4i1p1f1,pr,SON,BIAS,-0.7,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,DJF,RMSE,4.4,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,DJF,BIAS,2.8,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,MAM,RMSE,5.6,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,MAM,BIAS,0.7,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,JJA,RMSE,8.1,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,JJA,BIAS,-1.5,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,SON,RMSE,5.8,NA
MPI-ESM1-2-HR,r5i1p1f1,pr,SON,BIAS,2,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,DJF,RMSE,4.9,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,DJF,BIAS,-1.5,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,MAM,RMSE,4.9,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,MAM,BIAS,-1.5,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,JJA,RMSE,8.4,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,JJA,BIAS,-0.9,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,SON,RMSE,5.2,NA
MPI-ESM1-2-HR,r6i1p1f1,pr,SON,BIAS,0,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,DJF,RMSE,3.3,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,DJF,BIAS,-0.2,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,MAM,RMSE,5.3,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,MAM,BIAS,1.4,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,JJA,RMSE,9.3,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,JJA,BIAS,1.8,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,SON,RMSE,8.1,NA
MPI-ESM1-2-HR,r7i1p1f1,pr,SON,BIAS,4.5,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,DJF,RMSE,3.6,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,DJF,BIAS,0,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,MAM,RMSE,5.7,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,MAM,BIAS,-1.9,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,JJA,RMSE,8.5,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,JJA,BIAS,-3.9,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,SON,RMSE,6.1,NA
MPI-ESM1-2-HR,r8i1p1f1,pr,SON,BIAS,-2.2,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,DJF,RMSE,3.8,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,DJF,BIAS,-1.5,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,MAM,RMSE,5.7,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,MAM,BIAS,-1.1,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,JJA,RMSE,7.5,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,JJA,BIAS,-2.8,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,SON,RMSE,6.8,NA
MPI-ESM1-2-HR,r9i1p1f1,pr,SON,BIAS,-2.5,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,DJF,RMSE,4.2,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,DJF,BIAS,-2.2,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,MAM,RMSE,4.2,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,MAM,BIAS,0.2,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,JJA,RMSE,6.8,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,JJA,BIAS,0.7,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,SON,RMSE,6.8,NA
MPI-ESM1-2-HR,r10i1p1f1,pr,SON,BIAS,0.7,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,DJF,RMSE,5.4,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,DJF,BIAS,1.2,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,MAM,RMSE,5.6,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,MAM,BIAS,-2.5,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,JJA,RMSE,9.1,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,JJA,BIAS,-2.8,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,SON,RMSE,5.1,NA
MPI-ESM1-2-LR,r1i1p1f1,pr,SON,BIAS,-1.9,NA
MPI-ESM1-2-LR,r2i1p1f1,pr,DJF,RMSE,3.4,NA
MPI-ESM1-2-LR,r2i1p1f1,pr,DJF,BIAS,-1.1,NA
MPI-ESM1-2-LR,r2i1p1f1,pr,MAM,RMSE,4.9,NA
MPI-ESM1-2-LR,r2i1p1f1,pr,MAM,BIAS,1.3,NA
MPI-ESM1-2-LR,r2i1p1f1,pr,JJA,RMSE,7.8,NA
MPI-ESM1-2-LR,r2i1p1f1,pr,JJA,BIAS,-1.5,NA
MPI-ESM1-2-LR,r2i1p1f1,pr,SON,RMSE,7.7,NA
