Model,Member,Var,Season,RMSE,BIAS,Both
INM-CM5-0,r2i1p1f1,tasmax,DJF,0.2,-0.2,0.28284271247461906
INM-CM5-0,r2i1p1f1,tasmax,MAM,0.1,0,0.1
INM-CM5-0,r2i1p1f1,tasmax,JJA,0.1,-0.1,0.14142135623730953
INM-CM5-0,r2i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
INM-CM5-0,r3i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
INM-CM5-0,r3i1p1f1,tasmax,MAM,0.1,0,0.1
INM-CM5-0,r3i1p1f1,tasmax,JJA,0.1,0,0.1
INM-CM5-0,r3i1p1f1,tasmax,SON,0.1,0,0.1
INM-CM5-0,r4i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
INM-CM5-0,r4i1p1f1,tasmax,MAM,0.1,0,0.1
INM-CM5-0,r4i1p1f1,tasmax,JJA,0.1,0,0.1
INM-CM5-0,r4i1p1f1,tasmax,SON,0.1,0,0.1
INM-CM5-0,r5i1p1f1,tasmax,DJF,0.4,0.3,0.5
INM-CM5-0,r5i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
INM-CM5-0,r5i1p1f1,tasmax,JJA,0.1,0,0.1
INM-CM5-0,r5i1p1f1,tasmax,SON,0.1,0,0.1
IPSL-CM6A-LR,r1i1p1f1,tasmax,DJF,0.3,0.1,0.31622776601683794
IPSL-CM6A-LR,r1i1p1f1,tasmax,MAM,0.1,0,0.1
IPSL-CM6A-LR,r1i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
IPSL-CM6A-LR,r1i1p1f1,tasmax,SON,0.2,0,0.2
IPSL-CM6A-LR,r2i1p1f1,tasmax,DJF,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r2i1p1f1,tasmax,MAM,0.1,0,0.1
IPSL-CM6A-LR,r2i1p1f1,tasmax,JJA,0.1,0,0.1
IPSL-CM6A-LR,r2i1p1f1,tasmax,SON,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,tasmax,DJF,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r3i1p1f1,tasmax,MAM,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r3i1p1f1,tasmax,JJA,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,tasmax,SON,0.1,0,0.1
IPSL-CM6A-LR,r4i1p1f1,tasmax,DJF,0.1,0,0.1
IPSL-CM6A-LR,r4i1p1f1,tasmax,MAM,0.3,0.2,0.36055512754639896
IPSL-CM6A-LR,r4i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r4i1p1f1,tasmax,SON,0.2,0,0.2
IPSL-CM6A-LR,r5i1p1f1,tasmax,DJF,0.2,0,0.2
IPSL-CM6A-LR,r5i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
IPSL-CM6A-LR,r5i1p1f1,tasmax,JJA,0.1,0,0.1
IPSL-CM6A-LR,r5i1p1f1,tasmax,SON,0.1,0,0.1
IPSL-CM6A-LR,r6i1p1f1,tasmax,DJF,0.2,-0.2,0.28284271247461906
IPSL-CM6A-LR,r6i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
IPSL-CM6A-LR,r6i1p1f1,tasmax,JJA,0.1,0,0.1
IPSL-CM6A-LR,r6i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r7i1p1f1,tasmax,DJF,0.3,0,0.3
IPSL-CM6A-LR,r7i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
IPSL-CM6A-LR,r7i1p1f1,tasmax,JJA,0.1,0,0.1
IPSL-CM6A-LR,r7i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
IPSL-CM6A-LR,r8i1p1f1,tasmax,DJF,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,tasmax,MAM,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,tasmax,JJA,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r8i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r9i1p1f1,tasmax,DJF,0.3,-0.2,0.36055512754639896
IPSL-CM6A-LR,r9i1p1f1,tasmax,MAM,0.2,-0.2,0.28284271247461906
IPSL-CM6A-LR,r9i1p1f1,tasmax,JJA,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r9i1p1f1,tasmax,SON,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,tasmax,DJF,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,tasmax,MAM,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,tasmax,JJA,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
KACE-1-0-G,r1i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
KACE-1-0-G,r1i1p1f1,tasmax,MAM,0.4,-0.4,0.5656854249492381
KACE-1-0-G,r1i1p1f1,tasmax,JJA,0.3,-0.2,0.36055512754639896
KACE-1-0-G,r1i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
KACE-1-0-G,r2i1p1f1,tasmax,DJF,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,tasmax,MAM,0.1,0.1,0.14142135623730953
KACE-1-0-G,r2i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
KACE-1-0-G,r2i1p1f1,tasmax,SON,0.2,0.2,0.28284271247461906
KACE-1-0-G,r3i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
KACE-1-0-G,r3i1p1f1,tasmax,MAM,0.4,0.3,0.5
KACE-1-0-G,r3i1p1f1,tasmax,JJA,0.2,0.2,0.28284271247461906
KACE-1-0-G,r3i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
MIROC6,r1i1p1f1,tasmax,DJF,0.2,-0.2,0.28284271247461906
MIROC6,r1i1p1f1,tasmax,MAM,0.2,-0.2,0.28284271247461906
MIROC6,r1i1p1f1,tasmax,JJA,0.1,0,0.1
MIROC6,r1i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
MIROC6,r2i1p1f1,tasmax,DJF,0.3,0.2,0.36055512754639896
MIROC6,r2i1p1f1,tasmax,MAM,0.3,0.2,0.36055512754639896
MIROC6,r2i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
MIROC6,r2i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
MIROC6,r3i1p1f1,tasmax,DJF,0.2,-0.2,0.28284271247461906
MIROC6,r3i1p1f1,tasmax,MAM,0.3,-0.2,0.36055512754639896
MIROC6,r3i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
MIROC6,r3i1p1f1,tasmax,SON,0.1,0,0.1
MIROC6,r4i1p1f1,tasmax,DJF,0.2,0.2,0.28284271247461906
MIROC6,r4i1p1f1,tasmax,MAM,0.3,0.3,0.4242640687119285
MIROC6,r4i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
MIROC6,r4i1p1f1,tasmax,SON,0.1,0,0.1
MIROC6,r5i1p1f1,tasmax,DJF,0.2,0,0.2
MIROC6,r5i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
MIROC6,r5i1p1f1,tasmax,JJA,0.3,-0.1,0.31622776601683794
MIROC6,r5i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
MPI-ESM1-2-HR,r1i1p1f1,tasmax,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r1i1p1f1,tasmax,MAM,0.2,0,0.2
MPI-ESM1-2-HR,r1i1p1f1,tasmax,JJA,0.2,0,0.2
MPI-ESM1-2-HR,r1i1p1f1,tasmax,SON,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,tasmax,DJF,0.2,0.2,0.28284271247461906
MPI-ESM1-2-HR,r2i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,tasmax,JJA,0.2,0,0.2
MPI-ESM1-2-HR,r2i1p1f1,tasmax,SON,0.1,0,0.1
MPI-ESM1-2-HR,r3i1p1f1,tasmax,DJF,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r3i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r3i1p1f1,tasmax,JJA,0.2,0,0.2
MPI-ESM1-2-HR,r3i1p1f1,tasmax,SON,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,tasmax,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,tasmax,MAM,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r4i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r4i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r5i1p1f1,tasmax,DJF,0.2,0,0.2
MPI-ESM1-2-HR,r5i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
MPI-ESM1-2-HR,r5i1p1f1,tasmax,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r5i1p1f1,tasmax,SON,0.1,0,0.1
MPI-ESM1-2-HR,r6i1p1f1,tasmax,DJF,0.3,-0.2,0.36055512754639896
MPI-ESM1-2-HR,r6i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r6i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
MPI-ESM1-2-HR,r6i1p1f1,tasmax,SON,0.2,-0.2,0.28284271247461906
MPI-ESM1-2-HR,r7i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r7i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r7i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
MPI-ESM1-2-HR,r7i1p1f1,tasmax,SON,0.2,-0.2,0.28284271247461906
MPI-ESM1-2-HR,r8i1p1f1,tasmax,DJF,0.2,0,0.2
MPI-ESM1-2-HR,r8i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r8i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r8i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r9i1p1f1,tasmax,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r9i1p1f1,tasmax,MAM,0.2,0.2,0.28284271247461906
MPI-ESM1-2-HR,r9i1p1f1,tasmax,JJA,0.2,0.2,0.28284271247461906
MPI-ESM1-2-HR,r9i1p1f1,tasmax,SON,0.4,0.3,0.5
MPI-ESM1-2-HR,r10i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r10i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
MPI-ESM1-2-HR,r10i1p1f1,tasmax,JJA,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r10i1p1f1,tasmax,SON,0.1,0,0.1
MPI-ESM1-2-LR,r1i1p1f1,tasmax,DJF,0.2,0,0.2
MPI-ESM1-2-LR,r1i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r1i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r1i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r2i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r2i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,tasmax,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,tasmax,SON,0.3,-0.2,0.36055512754639896
MPI-ESM1-2-LR,r3i1p1f1,tasmax,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r3i1p1f1,tasmax,MAM,0.2,0.2,0.28284271247461906
MPI-ESM1-2-LR,r3i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r3i1p1f1,tasmax,SON,0.2,0,0.2
MPI-ESM1-2-LR,r4i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r4i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,tasmax,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r5i1p1f1,tasmax,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r5i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r5i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r5i1p1f1,tasmax,SON,0.3,0.2,0.36055512754639896
MPI-ESM1-2-LR,r6i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r6i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r6i1p1f1,tasmax,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r6i1p1f1,tasmax,SON,0.2,-0.2,0.28284271247461906
MPI-ESM1-2-LR,r7i1p1f1,tasmax,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r7i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r7i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r7i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r8i1p1f1,tasmax,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r8i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r8i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r8i1p1f1,tasmax,SON,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r10i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,tasmax,JJA,0.2,0,0.2
MPI-ESM1-2-LR,r10i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
MRI-ESM2-0,r1i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
MRI-ESM2-0,r1i1p1f1,tasmax,MAM,0.1,0,0.1
MRI-ESM2-0,r1i1p1f1,tasmax,JJA,0.1,0,0.1
MRI-ESM2-0,r1i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
MRI-ESM2-0,r2i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
MRI-ESM2-0,r2i1p1f1,tasmax,MAM,0.1,-0.1,0.14142135623730953
MRI-ESM2-0,r2i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
MRI-ESM2-0,r2i1p1f1,tasmax,SON,0.1,0,0.1
MRI-ESM2-0,r3i1p1f1,tasmax,DJF,0.1,0,0.1
MRI-ESM2-0,r3i1p1f1,tasmax,MAM,0.1,0,0.1
MRI-ESM2-0,r3i1p1f1,tasmax,JJA,0.2,0,0.2
MRI-ESM2-0,r3i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
MRI-ESM2-0,r4i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
MRI-ESM2-0,r4i1p1f1,tasmax,MAM,0.1,0,0.1
MRI-ESM2-0,r4i1p1f1,tasmax,JJA,0.2,0.2,0.28284271247461906
MRI-ESM2-0,r4i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
MRI-ESM2-0,r5i1p1f1,tasmax,DJF,0.1,0.1,0.14142135623730953
MRI-ESM2-0,r5i1p1f1,tasmax,MAM,0.1,0.1,0.14142135623730953
MRI-ESM2-0,r5i1p1f1,tasmax,JJA,0.1,0,0.1
MRI-ESM2-0,r5i1p1f1,tasmax,SON,0.1,0,0.1
NorESM2-LM,r1i1p1f1,tasmax,DJF,0.1,0.1,0.14142135623730953
NorESM2-LM,r1i1p1f1,tasmax,MAM,0.1,-0.1,0.14142135623730953
NorESM2-LM,r1i1p1f1,tasmax,JJA,0.1,-0.1,0.14142135623730953
NorESM2-LM,r1i1p1f1,tasmax,SON,0.1,0,0.1
NorESM2-LM,r2i1p1f1,tasmax,DJF,0.2,0,0.2
NorESM2-LM,r2i1p1f1,tasmax,MAM,0.1,0,0.1
NorESM2-LM,r2i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
NorESM2-LM,r2i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
NorESM2-LM,r3i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
NorESM2-LM,r3i1p1f1,tasmax,MAM,0.1,0,0.1
NorESM2-LM,r3i1p1f1,tasmax,JJA,0.1,0,0.1
NorESM2-LM,r3i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
NorESM2-MM,r1i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
NorESM2-MM,r1i1p1f1,tasmax,MAM,0.1,0,0.1
NorESM2-MM,r1i1p1f1,tasmax,JJA,0.1,0,0.1
NorESM2-MM,r1i1p1f1,tasmax,SON,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
NorESM2-MM,r2i1p1f1,tasmax,MAM,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmax,JJA,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmax,SON,0.1,0,0.1
TaiESM1,r1i1p1f1,tasmax,DJF,0.1,0,0.1
TaiESM1,r1i1p1f1,tasmax,MAM,0,0,0
TaiESM1,r1i1p1f1,tasmax,JJA,0,0,0
TaiESM1,r1i1p1f1,tasmax,SON,0,0,0
MPI-ESM1-2-LR,r7i1p1f1,tasmin,DJF,0.2,0,0.2
MPI-ESM1-2-LR,r7i1p1f1,tasmin,MAM,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r7i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r7i1p1f1,tasmin,SON,0.1,0,0.1
GFDL-ESM4,r1i1p1f1,tasmin,DJF,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,MAM,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,JJA,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,SON,0,0,0
ACCESS-CM2,r3i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
ACCESS-CM2,r3i1p1f1,tasmin,MAM,0.1,-0.1,0.14142135623730953
ACCESS-CM2,r3i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
ACCESS-CM2,r3i1p1f1,tasmin,SON,0.1,0,0.1
ACCESS-ESM1-5,r1i1p1f1,tasmin,DJF,0.1,0,0.1
ACCESS-ESM1-5,r1i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r1i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r1i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r3i1p1f1,tasmin,DJF,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,tasmin,MAM,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,tasmin,JJA,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
AWI-CM-1-1-MR,r1i1p1f1,tasmin,DJF,0.1,-0.1,0.14142135623730953
AWI-CM-1-1-MR,r1i1p1f1,tasmin,MAM,0.3,-0.2,0.36055512754639896
AWI-CM-1-1-MR,r1i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
AWI-CM-1-1-MR,r1i1p1f1,tasmin,SON,0.2,-0.1,0.223606797749979
AWI-CM-1-1-MR,r5i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
AWI-CM-1-1-MR,r5i1p1f1,tasmin,MAM,0.2,0.2,0.28284271247461906
AWI-CM-1-1-MR,r5i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
AWI-CM-1-1-MR,r5i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
BCC-CSM2-MR,r1i1p1f1,tasmin,DJF,0.1,0,0.1
BCC-CSM2-MR,r1i1p1f1,tasmin,MAM,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmin,JJA,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmin,SON,0,0,0
CESM2-LENS,r3i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
CESM2-LENS,r3i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
CESM2-LENS,r3i1p1f1,tasmin,JJA,0.1,0,0.1
CESM2-LENS,r3i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
CESM2-LENS,r5i1p1f1,tasmin,DJF,0.1,0,0.1
CESM2-LENS,r5i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
CESM2-LENS,r5i1p1f1,tasmin,JJA,0.1,0,0.1
CESM2-LENS,r5i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
CNRM-CM6-1,r1i1p1f2,tasmin,DJF,0.1,0,0.1
CNRM-CM6-1,r1i1p1f2,tasmin,MAM,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmin,JJA,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmin,SON,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmin,DJF,0.1,0,0.1
CNRM-CM6-1-HR,r1i1p1f2,tasmin,MAM,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmin,JJA,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmin,SON,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmin,DJF,0.1,0,0.1
CNRM-ESM2-1,r1i1p1f2,tasmin,MAM,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmin,JJA,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmin,SON,0,0,0
GFDL-CM4,r1i1p1f1,tasmin,DJF,0.1,0,0.1
GFDL-CM4,r1i1p1f1,tasmin,MAM,0,0,0
GFDL-CM4,r1i1p1f1,tasmin,JJA,0,0,0
GFDL-CM4,r1i1p1f1,tasmin,SON,0,0,0
HadGEM3-GC31-LL,r1i1p1f3,tasmin,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r1i1p1f3,tasmin,MAM,0.2,0.1,0.223606797749979
HadGEM3-GC31-LL,r1i1p1f3,tasmin,JJA,0.1,0,0.1
HadGEM3-GC31-LL,r1i1p1f3,tasmin,SON,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,tasmin,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,tasmin,MAM,0.2,-0.1,0.223606797749979
HadGEM3-GC31-LL,r2i1p1f3,tasmin,JJA,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,tasmin,SON,0.1,0,0.1
INM-CM4-8,r1i1p1f1,tasmin,DJF,0.1,0,0.1
INM-CM4-8,r1i1p1f1,tasmin,MAM,0,0,0
INM-CM4-8,r1i1p1f1,tasmin,JJA,0,0,0
INM-CM4-8,r1i1p1f1,tasmin,SON,0,0,0
KACE-1-0-G,r2i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
KACE-1-0-G,r2i1p1f1,tasmin,MAM,0.1,0.1,0.14142135623730953
KACE-1-0-G,r2i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
KACE-1-0-G,r2i1p1f1,tasmin,SON,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r1i1p1f1,tasmin,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r1i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r1i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r1i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-HR,r3i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r3i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r3i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r3i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,tasmin,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,tasmin,SON,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r7i1p1f1,tasmin,DJF,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r7i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r7i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r7i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r9i1p1f1,tasmin,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r9i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r9i1p1f1,tasmin,JJA,0.2,0.1,0.223606797749979
MPI-ESM1-2-HR,r9i1p1f1,tasmin,SON,0.3,0.2,0.36055512754639896
MPI-ESM1-2-HR,r10i1p1f1,tasmin,DJF,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r10i1p1f1,tasmin,MAM,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r10i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r10i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,tasmin,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,tasmin,SON,0.2,-0.1,0.223606797749979
MPI-ESM1-2-LR,r3i1p1f1,tasmin,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r3i1p1f1,tasmin,MAM,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r3i1p1f1,tasmin,JJA,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r3i1p1f1,tasmin,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r5i1p1f1,tasmin,DJF,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r5i1p1f1,tasmin,MAM,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r5i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r5i1p1f1,tasmin,SON,0.2,0.1,0.223606797749979
MPI-ESM1-2-LR,r8i1p1f1,tasmin,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r8i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r8i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r8i1p1f1,tasmin,SON,0.1,0,0.1
MRI-ESM2-0,r2i1p1f1,tasmin,DJF,0.1,-0.1,0.14142135623730953
MRI-ESM2-0,r2i1p1f1,tasmin,MAM,0.1,0,0.1
MRI-ESM2-0,r2i1p1f1,tasmin,JJA,0.1,-0.1,0.14142135623730953
MRI-ESM2-0,r2i1p1f1,tasmin,SON,0.1,0,0.1
MRI-ESM2-0,r3i1p1f1,tasmin,DJF,0.1,0,0.1
MRI-ESM2-0,r3i1p1f1,tasmin,MAM,0.1,0,0.1
